model,model_path,task_id,api,instruction_id,source_api_index,source_instance_index,target_tool,prompt_tokens,y_tokens,y_mean_token_probability,y_log_probability,z_tokens,z_mean_token_probability,z_log_probability,a_tokens,a_mean_token_probability,a_log_probability
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Final Fantasy XIV::1,Final Fantasy XIV,1,339,7,getAchievement,663,47,0.9835199124001441,-1.0057716369628906,16,0.9666286054998636,-0.7561302185058594,31,0.9922380062841599,-0.24964141845703125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Monster Hunter World::0,Monster Hunter World,0,136,0,searchWeapons,1374,67,0.9961260486004957,-0.2636394500732422,36,0.9968896508216858,-0.11328125,31,0.9952392847307266,-0.1503582000732422
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Monster Hunter World::1,Monster Hunter World,1,136,7,searchQuests,1380,62,0.9937433417766325,-0.4142284393310547,30,0.995005053281784,-0.15165328979492188,32,0.9925604872405529,-0.2625751495361328
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,RSS feed to JSON::0,RSS feed to JSON,0,160,1,getFeedItemsByTag,740,66,0.9970371840578137,-0.20264816284179688,21,0.9907921325592767,-0.20046615600585938,45,0.9999515414237976,-0.0021820068359375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,RSS feed to JSON::1,RSS feed to JSON,1,160,4,sortFeedItems,746,68,0.9972919523715973,-0.18917274475097656,22,0.9916531416502866,-0.18865585327148438,46,0.999988774890485,-0.0005168914794921875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PandaDoc::0,PandaDoc,0,365,6,createTemplate,764,76,0.9832574709465629,-1.644735336303711,16,0.9848807230591774,-0.2490386962890625,60,0.9828246037165324,-1.3956966400146484
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PandaDoc::1,PandaDoc,1,365,9,getDetails,763,45,0.8824038128913748,-26.983182907104492,15,0.9215333422025045,-1.4304389953613281,30,0.8628390482358099,-25.552743911743164
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Urban Observatory::0,Urban Observatory,0,151,2,getSensorLocations,925,33,0.9845866416439866,-0.5771541595458984,14,0.963689203773226,-0.5768642425537109,19,0.9999847537592838,-0.0002899169921875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Urban Observatory::1,Urban Observatory,1,151,6,getHistoricalSensorData,935,104,0.9901441473227282,-1.1046810150146484,16,0.9764117076992989,-0.40212440490722656,88,0.992640954526988,-0.7025566101074219
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,GrünstromIndex::0,GrünstromIndex,0,214,1,getHistoricalGreenPowerIndex,815,75,0.9867758361498515,-1.2272911071777344,21,0.9663602596237545,-0.9234447479248047,54,0.9947152270211114,-0.3038463592529297
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,GrünstromIndex::1,GrünstromIndex,1,214,2,getGreenPowerIndexCalculation,816,39,0.9888998438150455,-0.46409034729003906,19,0.9772253946254127,-0.4639015197753906,20,0.9999905705451966,-0.0001888275146484375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Dangerous Discord Database::0,Dangerous Discord Database,0,96,1,searchMaliciousAccounts,665,50,0.9814482605457306,-1.0963401794433594,22,0.9579661325974899,-1.093496322631836,28,0.999898503933634,-0.0028438568115234375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Dangerous Discord Database::1,Dangerous Discord Database,1,96,8,searchMaliciousAccounts,670,59,0.9688997382329683,-3.2415218353271484,28,0.9345487851117338,-3.239238739013672,31,0.9999264055682766,-0.0022830963134765625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,GraphHopper::0,GraphHopper,0,208,0,getDetails,1224,51,0.9120773439233958,-16.360843658447266,18,0.9064966183569696,-3.170869827270508,33,0.9151213760505374,-13.189973831176758
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,GraphHopper::1,GraphHopper,1,208,6,routeOptimization,1216,167,0.9714808844832961,-11.829944610595703,19,0.950621842553741,-1.6685523986816406,148,0.974158734460739,-10.161392211914062
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,isEven (humor)::0,isEven (humor),0,432,4,checkNumber,273,37,0.9992601227115941,-0.027444839477539062,13,0.99807169345709,-0.025135040283203125,24,0.9999038552244504,-0.0023097991943359375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,isEven (humor)::1,isEven (humor),1,432,9,checkNumber,270,36,0.9994306862354279,-0.020563125610351562,13,0.998437225818634,-0.020383834838867188,23,0.9999922073405721,-0.000179290771484375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,The Muse::0,The Muse,0,407,0,searchJobs,746,70,0.9941688248089381,-0.44431304931640625,25,0.987468888759613,-0.3467750549316406,45,0.9978910115030077,-0.09753799438476562
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,The Muse::1,The Muse,1,407,5,getJobApplications,746,48,0.998398973296086,-0.07772254943847656,17,0.9958561238120583,-0.07131385803222656,31,0.9997934391421656,-0.00640869140625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Dictum::0,Dictum,0,222,0,getRandomQuote,599,33,0.9747824655337768,-1.6968154907226562,15,0.9445319622755051,-1.6966571807861328,18,0.999991218249003,-0.0001583099365234375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Dictum::1,Dictum,1,222,8,searchExpressions,606,54,0.9835114081700642,-1.0819053649902344,17,0.9579062987776363,-0.8905525207519531,37,0.9952759178909096,-0.19135284423828125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,British National Bibliography::0,British National Bibliography,0,363,6,searchBooks,551,40,0.9856636762619019,-0.6852130889892578,14,0.9629919954708643,-0.6289558410644531,26,0.9978715043801528,-0.05625724792480469
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,British National Bibliography::1,British National Bibliography,1,363,8,searchBooks,552,42,0.9775807630448113,-1.7142295837402344,14,0.9332459441253117,-1.7071685791015625,28,0.9997481725045613,-0.007061004638671875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Pastebin::0,Pastebin,0,93,3,getUserPastes,1758,62,0.9878783586525147,-1.2249374389648438,23,0.9674502416797306,-1.2220382690429688,39,0.9999257096877464,-0.002899169921875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Pastebin::1,Pastebin,1,93,4,getTrendingPastes,1755,44,0.9763964746486057,-1.375640869140625,24,0.9572525831560293,-1.362945556640625,20,0.9993691444396973,-0.0126953125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Coinlib::0,Coinlib,0,342,1,getCoinData,713,40,0.9623809308046476,-4.87428092956543,16,0.9081542753265239,-4.838710784912109,24,0.9985320344567299,-0.03557014465332031
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Coinlib::1,Coinlib,1,342,7,getCoinData,711,41,0.9753621511343049,-1.1478710174560547,17,0.9573579640949473,-0.8142242431640625,24,0.9881151169538498,-0.3336467742919922
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,NovaDax::0,NovaDax,0,385,1,getDepth,924,58,0.9982749182602455,-0.101898193359375,25,0.9983071541786194,-0.0424957275390625,33,0.9982504971099623,-0.0594024658203125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,NovaDax::1,NovaDax,1,385,2,getTrades,925,61,0.9969220444804333,-0.19260406494140625,26,0.9952653623544253,-0.1268768310546875,35,0.9981527226311819,-0.06572723388671875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PUBG::0,PUBG,0,460,4,getPlayer,602,51,0.9791062427502052,-1.2128925323486328,26,0.9727006531678714,-0.8220424652099609,25,0.9857680559158325,-0.3908500671386719
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PUBG::1,PUBG,1,460,6,getPlayer,609,42,0.9832077338581993,-0.7472019195556641,15,0.9810431838035584,-0.3031883239746094,27,0.9844102616663332,-0.4440135955810547
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Rick and Morty::0,Rick and Morty,0,47,4,getAllLocations,1131,46,0.9768693155568579,-1.413604736328125,23,0.9558579442293748,-1.3638992309570312,23,0.997880686884341,-0.04970550537109375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Rick and Morty::1,Rick and Morty,1,47,5,getCharacterById,1124,40,0.977313031256199,-1.0499839782714844,18,0.9684716893566979,-0.6827144622802734,22,0.9845468564466997,-0.36726951599121094
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,News::0,News,0,157,6,getTopHeadlines,1049,63,0.951136595554768,-5.991064071655273,19,0.9002196110392872,-4.39324951171875,44,0.9731234752319076,-1.5978145599365234
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,News::1,News,1,157,7,getEverything,1061,122,0.9686007562597267,-6.302671432495117,44,0.9567416262897579,-2.658658981323242,78,0.9752905218838117,-3.644012451171875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Mixcloud::0,Mixcloud,0,373,0,search,685,52,0.9925523801491811,-0.44402313232421875,19,0.9801307351965652,-0.4342365264892578,33,0.9997042363340205,-0.009786605834960938
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Mixcloud::1,Mixcloud,1,373,7,search,680,53,0.9783085314732677,-1.368356704711914,16,0.9347915090620518,-1.260599136352539,37,0.9971267033267666,-0.107757568359375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Agify.io::0,Agify.io,0,355,3,getAge,355,36,0.995947112639745,-0.1537933349609375,15,0.9902785181999206,-0.15371131896972656,21,0.999996108668191,-8.20159912109375e-05
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Agify.io::1,Agify.io,1,355,5,getAge,352,36,0.9978325681553946,-0.07994651794433594,15,0.9948020855585734,-0.07988739013671875,21,0.9999971985816956,-5.91278076171875e-05
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,StackExchange__2::0,StackExchange__2,0,205,5,get-user,615,49,0.96495520156257,-3.1815452575683594,14,0.9147341400384903,-2.491018295288086,35,0.985043626172202,-0.6905269622802734
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,StackExchange__2::1,StackExchange__2,1,205,9,get-user,628,52,0.9891687574294897,-0.7102584838867188,17,0.995345364598667,-0.08034706115722656,35,0.986168691090175,-0.6299114227294922
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,WakaTime::0,WakaTime,0,256,0,getStats,876,74,0.9781148755872572,-2.9378604888916016,17,0.9973859857110416,-0.04468345642089844,57,0.9723673515152512,-2.893177032470703
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,WakaTime::1,WakaTime,1,256,6,getDetails,884,66,0.9445021585667719,-19.551715850830078,21,0.9477146282082511,-1.4236011505126953,45,0.9430030060674148,-18.128114700317383
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Movie Quote::0,Movie Quote,0,175,2,getRandomMovieQuote,390,36,0.9890592793623606,-0.4691753387451172,17,0.9768456536180833,-0.46893310546875,19,0.9999872602914508,-0.0002422332763671875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Movie Quote::1,Movie Quote,1,175,5,getFilteredQuote,405,48,0.987376323590676,-0.6869297027587891,22,0.9726708341728557,-0.6822242736816406,26,0.9998194300211394,-0.0047054290771484375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,The Old Reader::0,The Old Reader,0,182,0,getUserFeeds,717,58,0.970000062523217,-2.4461307525634766,31,0.9627153085124108,-1.5994434356689453,27,0.9783640393504389,-0.8466873168945312
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,The Old Reader::1,The Old Reader,1,182,8,getUserFeeds,705,49,0.9441148349825216,-4.7514801025390625,22,0.8973615853623911,-4.1387786865234375,27,0.9822100754137392,-0.612701416015625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Doge-Meme::0,Doge-Meme,0,245,1,getMemeDetails,535,47,0.9855363724079538,-0.9971427917480469,20,0.9660214275121689,-0.9969234466552734,27,0.9999918871455722,-0.0002193450927734375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Doge-Meme::1,Doge-Meme,1,245,3,getTopMemes,536,48,0.9994990316530068,-0.024114608764648438,24,0.9993182395895321,-0.016401290893554688,24,0.9996798237164815,-0.00771331787109375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Czech Television::0,Czech Television,0,9,5,getWeeklyTVProgram,584,58,0.9840282653940134,-1.1922016143798828,24,0.9980463658769925,-0.047161102294921875,34,0.9741331356413224,-1.145040512084961
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Czech Television::1,Czech Television,1,9,9,searchTVPrograms,593,66,0.9559712575353456,-5.6610870361328125,20,0.9468328148126602,-1.3547077178955078,46,0.9599444935017306,-4.306379318237305
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Geokeo::0,Geokeo,0,389,2,batchGeocode,486,76,0.9957183332819687,-0.3535480499267578,17,0.9809262787594515,-0.35239410400390625,59,0.9999804506867619,-0.0011539459228515625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Geokeo::1,Geokeo,1,389,6,geocode,449,47,0.9712060677244307,-2.14813232421875,19,0.9288155499257539,-2.1473217010498047,28,0.9999710619449615,-0.0008106231689453125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Catch The Show::0,Catch The Show,0,52,8,searchTvShow,781,49,0.9833211910967924,-0.8699607849121094,23,0.9787466888842375,-0.5116119384765625,26,0.9873678661309756,-0.3583488464355469
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Catch The Show::1,Catch The Show,1,52,9,searchTvShow,784,39,0.9903908402491838,-0.39868927001953125,12,0.9689452797174454,-0.3965873718261719,27,0.9999222004855121,-0.002101898193359375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Transport for Vancouver, Canada__3::0","Transport for Vancouver, Canada__3",0,114,5,findStationsOrStops,983,82,0.9957302212715149,-0.35798072814941406,28,0.9949911790234701,-0.14345550537109375,54,0.9961134283630936,-0.2145252227783203
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Transport for Vancouver, Canada__3::1","Transport for Vancouver, Canada__3",1,114,9,findStationsOrStops,987,74,0.994632946478354,-0.4067058563232422,20,0.9967008441686631,-0.06690788269042969,54,0.9938670584449061,-0.3397979736328125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Google Books::0,Google Books,0,81,8,updateReadingStatus,1416,62,0.9995641842965156,-0.027210235595703125,19,0.9985974274183574,-0.026838302612304688,43,0.999991355940353,-0.0003719329833984375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Google Books::1,Google Books,1,81,9,getFeaturedBooks,1397,43,0.975893942422645,-1.6048450469970703,18,0.9428697658909692,-1.596597671508789,25,0.9996713495254517,-0.00824737548828125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PhishStats::0,PhishStats,0,233,4,searchPhishingDatabase,482,49,0.9939613536912567,-0.3129920959472656,24,0.9878890911738077,-0.3077545166015625,25,0.9997907257080079,-0.005237579345703125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,PhishStats::1,PhishStats,1,233,5,getPhishingDomainInfo,483,48,0.9893218912184238,-0.6837520599365234,22,0.9767257029359991,-0.6832370758056641,26,0.9999802043804756,-0.000514984130859375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,RuneScape::0,RuneScape,0,223,2,getEnemyInfo,745,47,0.9980497131956384,-0.09291648864746094,20,0.9954935282468796,-0.09138107299804688,27,0.9999431835280523,-0.0015354156494140625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,RuneScape::1,RuneScape,1,223,3,getSkillInfo,734,46,0.9969866923663927,-0.1412982940673828,21,0.9934023136184329,-0.1412372589111328,25,0.999997570514679,-6.103515625e-05
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Transport for Vancouver, Canada::0","Transport for Vancouver, Canada",0,43,3,getStaticSchedules,960,43,0.987673795500467,-0.6111392974853516,18,0.9721279276741875,-0.5825538635253906,25,0.9988668203353882,-0.028585433959960938
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Transport for Vancouver, Canada::1","Transport for Vancouver, Canada",1,43,9,getStopsAndRoutesByLocation,964,70,0.9837916655199868,-1.4660453796386719,14,0.9822103253432682,-0.2580585479736328,56,0.9841870005641664,-1.207986831665039
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,TransitLand::0,TransitLand,0,170,4,searchStops,1284,57,0.9712866926402376,-2.373889923095703,22,0.9786559695547278,-0.5611648559570312,35,0.9666545757225581,-1.8127250671386719
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,TransitLand::1,TransitLand,1,170,9,searchStops,1285,56,0.9684280633394207,-2.674936294555664,13,0.9874812639676608,-0.1656169891357422,43,0.9626677933820458,-2.509319305419922
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Giphy__2::0,Giphy__2,0,375,2,searchGifs,853,39,0.9697635456537589,-1.7006855010986328,15,0.9672706683476766,-0.5400733947753906,24,0.9713215939700603,-1.1606121063232422
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Giphy__2::1,Giphy__2,1,375,6,searchGifs,851,49,0.9756241641482528,-1.8485755920410156,19,0.9876893539177743,-0.24164390563964844,30,0.9679828772942225,-1.6069316864013672
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,bng2latlong::0,bng2latlong,0,18,3,convertEastingNorthingToLatLong,525,65,0.9961277163945712,-0.270904541015625,18,0.98608018623458,-0.2697620391845703,47,0.9999757066686102,-0.0011425018310546875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,bng2latlong::1,bng2latlong,1,18,7,reverseGeocodeLatLongToEastingNorthing,531,85,0.9966246029909919,-0.3060741424560547,34,0.9916088195408091,-0.30446434020996094,51,0.999968458624447,-0.00160980224609375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,CO2 Offset::0,CO2 Offset,0,68,3,calculateCarbonEmissions,648,68,0.9801222100504674,-8.725784301757812,26,0.9485740424581589,-8.711143493652344,42,0.9996520280838013,-0.01464080810546875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,CO2 Offset::1,CO2 Offset,1,68,4,calculateCarbonEmissions,659,73,0.9889756318641035,-0.9570865631103516,26,0.9701831249090342,-0.9274120330810547,47,0.9993714867754185,-0.029674530029296875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Open Government, Poland::0","Open Government, Poland",0,184,0,searchDatasets,621,47,0.9943148252811838,-0.28839874267578125,14,0.9813469563211713,-0.2823314666748047,33,0.9998163454460376,-0.0060672760009765625
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,"Open Government, Poland::1","Open Government, Poland",1,184,4,searchDatasets,619,45,0.998966752158271,-0.04668998718261719,13,0.9973402665211605,-0.03472900390625,32,0.9996275119483471,-0.011960983276367188
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,TheMealDB::0,TheMealDB,0,306,0,searchMealByIngredient,988,41,0.9749625496021131,-1.9744338989257812,12,0.9176205135881901,-1.9357833862304688,29,0.9986902886423571,-0.0386505126953125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,TheMealDB::1,TheMealDB,1,306,9,searchMealByName,994,48,0.9738568315903345,-1.380615234375,21,0.9562793884958539,-0.9950580596923828,27,0.9875281762193749,-0.3855571746826172
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Nutritionix__2::0,Nutritionix__2,0,107,0,calculateNutritionForRecipe,892,91,0.9964549836221633,-0.3421192169189453,14,0.9783879603658403,-0.3220081329345703,77,0.9997398969414947,-0.020111083984375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Nutritionix__2::1,Nutritionix__2,1,107,9,getVendingMachineData,861,57,0.9987983348076803,-0.06904220581054688,27,0.9975660884821856,-0.06625938415527344,30,0.9999073565006256,-0.0027828216552734375
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Forismatic::0,Forismatic,0,250,1,searchQuote,439,50,0.988457258939743,-0.6739158630371094,21,0.9874896861258007,-0.29810333251953125,29,0.9891579151153564,-0.3758125305175781
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Forismatic::1,Forismatic,1,250,5,searchQuote,437,54,0.9842516161777355,-1.0955352783203125,20,0.9770663678646088,-0.6093540191650391,34,0.9884782328325159,-0.48618125915527344
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Google Safe Browsing::0,Google Safe Browsing,0,130,8,checkUrlSafety,522,37,0.9816475800565772,-0.9715938568115234,9,0.9245803554852803,-0.9713306427001953,28,0.9999906165259225,-0.000263214111328125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Google Safe Browsing::1,Google Safe Browsing,1,130,9,checkMultipleUrlsSafety,528,67,0.9916598360929916,-0.6945552825927734,24,0.9767601788043976,-0.6935195922851562,43,0.9999759238819743,-0.0010356903076171875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Noctua::0,Noctua,0,32,0,getHistoricalWeatherData,1047,79,0.986740830955626,-3.3755760192871094,19,0.9449313831956763,-3.3744049072265625,60,0.9999804894129435,-0.001171112060546875
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Noctua::1,Noctua,1,32,6,getHistoricalWeatherData,1037,82,0.987525365338093,-1.4140625,19,0.9579396796853918,-1.1771125793457031,63,0.996448032439701,-0.23694992065429688
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Giphy::0,Giphy,0,39,2,getTrendingGifs,805,61,0.9676054349688233,-3.0531749725341797,19,0.9421455734654476,-1.650686264038086,42,0.9791229913632075,-1.4024887084960938
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Giphy::1,Giphy,1,39,6,searchGifs,823,81,0.98948883789557,-1.0015544891357422,21,0.9895711796624319,-0.23031234741210938,60,0.9894600182771682,-0.7712421417236328
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Yo Momma Jokes::0,Yo Momma Jokes,0,398,6,getRandomJoke,462,34,0.9644684497924412,-2.2312469482421875,16,0.9764772690832615,-0.4516124725341797,18,0.9537939437561564,-1.7796344757080078
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,Yo Momma Jokes::1,Yo Momma Jokes,1,398,7,getCustomJoke,468,56,0.9791661421103136,-1.7560043334960938,31,0.9623730634489367,-1.7557430267333984,25,0.9999895596504211,-0.0002613067626953125
original,/projects/standard/mhong/shared/jiajunr/ToolAlpaca-7B,JSONbin.io::0,JSONbin.io,0,331,7,createBin,798,43,0.9884800467380257,-0.5529842376708984,12,0.9814661095539728,-0.24770164489746094,31,0.9911951191963688,-0.3052825927734375
